config,model,id,source,correct,steps,tool_calls,cost,seconds,answer,gold
поиск и чтение,gpt-4o-mini,fresh-51,fresh,True,3,2,0.0002247000000000221,9.7,Bruno Foucher,Bruno Foucher
поиск и чтение,gpt-4o-mini,fresh-52,fresh,True,3,2,0.00025890000000000635,8.7,5.2,5.2
поиск и чтение,gpt-4o-mini,fresh-53,fresh,True,4,3,0.0003641999999999812,14.6,Tonya McBride Robles,Tonya McBride Robles
поиск и чтение,gpt-4o-mini,fresh-54,fresh,True,2,1,0.00015735000000000054,6.9,80,80
поиск и чтение,gpt-4o-mini,fresh-55,fresh,False,2,1,0.0001395000000000146,6.8,2,two
поиск и чтение,gpt-4o-mini,fresh-56,fresh,True,3,2,0.00022859999999996772,23.6,3%,3%
поиск и чтение,gpt-4o-mini,fresh-57,fresh,True,9,7,0.0011262000000000216,34.6,Yoon Suk Yeol,Yoon Suk Yeol
поиск и чтение,gpt-4o-mini,fresh-58,fresh,False,9,7,0.0015742499999999993,31.5,BYD,BYD Auto
поиск и чтение,gpt-4o-mini,fresh-59,fresh,True,3,2,0.00039000000000000146,10.1,"Carson Ting, Minerva GM, Hank Willis Thomas",Carson Ting
поиск и чтение,claude-haiku-4.5,fresh-0,fresh,False,3,2,0.00927,10.1,"March 15, 2026",15 March
поиск и чтение,claude-haiku-4.5,fresh-1,fresh,True,2,1,0.005064000000000013,6.4,22 March 2026,22 March
поиск и чтение,claude-haiku-4.5,fresh-2,fresh,False,9,7,0.03919999999999996,45.3,Не удалось определить точный ответ на основе доступной инфор,Miguel Díaz-Canel
поиск и чтение,claude-haiku-4.5,fresh-3,fresh,True,7,6,0.021799000000000013,32.4,strategic partnership agreement in the defense and energy se,a strategic partnership agreement
поиск и чтение,claude-haiku-4.5,fresh-4,fresh,True,5,4,0.01445200000000002,20.3,A total fire ban came into force in Victoria on 9 January 20,A total fire ban
поиск и чтение,claude-haiku-4.5,fresh-5,fresh,False,2,1,0.0050020000000000064,6.5,2,two people
поиск и чтение,claude-haiku-4.5,fresh-6,fresh,False,2,1,0.005292999999999992,7.0,519 people reported missing in Tibet after the August 2026 f,"4,500"
поиск и чтение,claude-haiku-4.5,fresh-7,fresh,True,4,3,0.01242399999999999,15.2,Deniz Göktaş,Deniz Göktaş
поиск и чтение,claude-haiku-4.5,fresh-8,fresh,True,6,5,0.01986500000000002,36.7,Pavel Durov,Pavel Durov
поиск и чтение,claude-haiku-4.5,fresh-9,fresh,True,2,1,0.004970999999999948,6.4,New Delhi,New Delhi
поиск и чтение,claude-haiku-4.5,fresh-10,fresh,False,5,4,0.014349,20.3,12,Twelve
поиск и чтение,claude-haiku-4.5,fresh-11,fresh,True,4,3,0.011078000000000032,26.6,Helter Skelter: Arthur Jafa and Richard Prince,Helter Skelter
поиск и чтение,claude-haiku-4.5,fresh-12,fresh,True,4,3,0.011931000000000025,17.5,"700,000","700,000"
поиск и чтение,claude-haiku-4.5,fresh-13,fresh,True,6,5,0.023778999999999995,25.5,41.5 °C (106.7 °F) in Möckern-Drewitz on 27 June,41.5 °C
поиск и чтение,claude-haiku-4.5,fresh-14,fresh,True,3,2,0.007969000000000004,13.0,Ciudad Rodrigo,Ciudad Rodrigo
поиск и чтение,claude-haiku-4.5,fresh-15,fresh,True,4,3,0.012838000000000016,16.7,Oleksandr Syrskyi,Oleksandr Syrskyi
поиск и чтение,claude-haiku-4.5,fresh-16,fresh,True,5,4,0.015625,19.1,Montreal Victoire,Montreal Victoire
поиск и чтение,claude-haiku-4.5,fresh-17,fresh,True,7,6,0.022334999999999994,27.4,EOS-05,EOS-05
поиск и чтение,claude-haiku-4.5,fresh-18,fresh,True,3,2,0.009035999999999933,12.1,13 July 2026,13 July
поиск и чтение,claude-haiku-4.5,fresh-19,fresh,True,4,3,0.013319999999999999,17.5,Disney Kids & Family,Disney Kids & Family
поиск и чтение,claude-haiku-4.5,fresh-20,fresh,True,2,1,0.005570000000000075,6.8,Single-elimination tournament,single-elimination
поиск и чтение,claude-haiku-4.5,fresh-21,fresh,True,6,5,0.02034199999999997,26.0,Gavin Snider,Gavin Snider
поиск и чтение,claude-haiku-4.5,fresh-22,fresh,True,6,5,0.018213999999999952,26.4,Clara and the Below,Clara and the Below
поиск и чтение,claude-haiku-4.5,fresh-23,fresh,True,4,3,0.012296000000000085,15.7,German Galushchenko,German Galushchenko
поиск и чтение,claude-haiku-4.5,fresh-24,fresh,True,2,1,0.005666999999999978,7.1,drought,a drought
поиск и чтение,claude-haiku-4.5,fresh-25,fresh,True,3,2,0.009243000000000001,11.9,"Pakistan declared an ""open war"" against Afghanistan","""open war"""
поиск и чтение,claude-haiku-4.5,fresh-26,fresh,False,4,3,0.012024999999999952,17.2,9,nine
поиск и чтение,claude-haiku-4.5,fresh-27,fresh,False,9,7,0.03244800000000003,39.4,Unable to determine - information not found in available sea,Markus Hinterhäuser
поиск и чтение,claude-haiku-4.5,fresh-28,fresh,False,2,1,0.005682999999999994,7.5,6 people were killed at Tumbler Ridge Secondary School (plus,nine
поиск и чтение,claude-haiku-4.5,fresh-29,fresh,False,2,1,0.005450999999999984,7.2,46,43
поиск и чтение,claude-haiku-4.5,fresh-30,fresh,True,6,5,0.018603999999999954,34.9,Ankara,Ankara
поиск и чтение,claude-haiku-4.5,fresh-31,fresh,False,5,4,0.017576000000000036,22.7,Oljas Bektenov was reappointed as Prime Minister and led the,Aibek Dädebai
поиск и чтение,claude-haiku-4.5,fresh-32,fresh,True,7,6,0.022229000000000054,28.5,Richard Lewer,Richard Lewer
поиск и чтение,claude-haiku-4.5,fresh-33,fresh,False,9,7,0.032154000000000016,48.8,Информация о дефекции MP из Консервативной партии в Либераль,Marilyn Gladu
поиск и чтение,claude-haiku-4.5,fresh-34,fresh,False,9,7,0.03380699999999992,35.0,Я не могу определить точную магнитуду этого землетрясения на,6.3
поиск и чтение,claude-haiku-4.5,fresh-35,fresh,False,9,7,0.03356800000000004,49.8,Информация недоступна,Dina Levačić
поиск и чтение,claude-haiku-4.5,fresh-36,fresh,False,2,1,0.005082000000000031,6.3,136,129
поиск и чтение,claude-haiku-4.5,fresh-37,fresh,False,4,3,0.01200699999999999,23.2,"June 15, 2026 (or the announcement date is not specified in ",15 June
поиск и чтение,claude-haiku-4.5,fresh-38,fresh,True,2,1,0.005436999999999914,6.6,Chief Minister of Kerala,Chief Minister
поиск и чтение,claude-haiku-4.5,fresh-39,fresh,False,3,2,0.009281000000000095,12.6,"Based on my search, there was a major train collision in Spa",Gelida
поиск и чтение,claude-haiku-4.5,fresh-40,fresh,True,5,4,0.014332999999999929,20.5,Lieutenant General Vladimir Alekseyev,Vladimir Alekseyev
поиск и чтение,claude-haiku-4.5,fresh-41,fresh,False,5,4,0.01515500000000003,34.5,"30,000",Thirty thousand people
поиск и чтение,claude-haiku-4.5,fresh-42,fresh,True,6,5,0.01887799999999995,25.3,Prime Minister Narendra Modi,Prime Minister Narendra Modi
поиск и чтение,claude-haiku-4.5,fresh-43,fresh,True,2,1,0.005236000000000018,7.1,Zohran Mamdani,Zohran Mamdani
поиск и чтение,claude-haiku-4.5,fresh-44,fresh,True,6,5,0.018486000000000113,23.8,LHS 1140 b,LHS 1140 b
поиск и чтение,claude-haiku-4.5,fresh-45,fresh,True,3,2,0.008027000000000006,9.8,F-16 Fighting Falcon,F-16 Fighting Falcon
поиск и чтение,claude-haiku-4.5,fresh-46,fresh,False,2,1,0.005509999999999904,6.8,"5 people died (3 immediately at the scene, 2 more in hospita",five
поиск и чтение,claude-haiku-4.5,fresh-47,fresh,False,2,1,0.005600000000000049,7.3,Minister of Education,Education Minister
поиск и чтение,claude-haiku-4.5,fresh-48,fresh,False,9,7,0.031260000000000066,59.0,"Евгений Хмара (стал исполняющим обязанности 16 июля 2026, см",Mykhailo Fedorov
поиск и чтение,claude-haiku-4.5,fresh-49,fresh,True,7,6,0.026216999999999935,30.0,Life imprisonment,life imprisonment
поиск и чтение,claude-haiku-4.5,fresh-50,fresh,True,4,3,0.011695000000000011,15.2,"802,500 lira (approximately $18,500)","802,500 lira"
поиск и чтение,claude-haiku-4.5,fresh-51,fresh,True,3,2,0.008013000000000048,10.4,Bruno Foucher,Bruno Foucher
поиск и чтение,claude-haiku-4.5,fresh-52,fresh,False,9,7,0.027838999999999947,34.1,I cannot provide the specific magnitude of the Guangxi earth,5.2
поиск и чтение,claude-haiku-4.5,fresh-53,fresh,True,3,2,0.008059000000000038,9.2,Tonya McBride Robles,Tonya McBride Robles
поиск и чтение,claude-haiku-4.5,fresh-54,fresh,True,2,1,0.00522099999999992,8.3,80,80
поиск и чтение,claude-haiku-4.5,fresh-55,fresh,False,2,1,0.005055000000000032,6.5,2,two
поиск и чтение,claude-haiku-4.5,fresh-56,fresh,False,9,7,0.034248000000000056,39.4,Unable to confirm - data not found in available sources,3%
поиск и чтение,claude-haiku-4.5,fresh-57,fresh,True,9,7,0.03378999999999999,39.2,Yoon Suk Yeol,Yoon Suk Yeol
поиск и чтение,claude-haiku-4.5,fresh-58,fresh,False,9,7,0.036129999999999995,44.6,BYD,BYD Auto
поиск и чтение,claude-haiku-4.5,fresh-59,fresh,True,3,2,0.009318999999999855,11.4,"Carson Ting (Canada), Minerva GM (Mexico), and Hank Willis T",Carson Ting
